0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.061874688632795966,0.07353763262343785,0.027970922453594338,-0.07919303601501179,0.00244179122879545,0.08702051386083995,-0.057862835172841534,0.1845758445247648,-0.14696915489040693,0.06204710991500864,-0.18902975432749983,0.06707756156042778,-0.15778977612437733,-0.0261448207807371,0.024699378277796065,-0.1253233222620865,-0.0726837960187523,0.09633496246657619,-0.10364726923461944,-0.120939123175236
-0.05901108136496208,-0.04363702843720726,-0.054998425707607726,-0.16363203417466837,0.03874346245751044,0.030855906823384086,-0.11536165671502871,0.06702818504770372,0.03219976439083512,0.15919489219468108,-0.0016737269290663659,-0.0604160230663829,-0.11321093491731214,0.055699795844502874,-0.1583925491465749,-0.06638898128645473,0.04805061644242489,-0.04021612449423076,0.03816699385445159,0.12990202598826517
0.13877079678906662,0.05714971781177576,0.07160368535439679,0.14065268072601428,-0.03354341298868105,0.18996032301524585,-0.010590999747595527,-0.06172195332549496,0.22787127549689754,-0.08264563318716533,-0.04693427393500552,0.02383364408848127,-0.23545683945555268,-0.011217787178321406,-0.14036499551230303,0.06391379073160276,-0.006738112486831892,-0.14139029361895042,0.21381176101049104,-0.08769069151766176
0.09632053065167048,0.07845779786797441,0.11986576024158524,-0.08137956823493073,0.12928714869599028,0.16062683250189624,-0.021816567961211987,0.13751240536638767,-0.013926137301243289,-0.0500690062806456,-0.23418490243193998,-0.18251321338830273,-0.0567732255985235,0.16171273534374772,-0.11138383827531775,0.1071380175011432,-0.1200700168617798,-0.024212270770457282,0.08908877254519722,-0.14226556413242167
0.13941308984235243,0.10267783194186249,-0.04156173006432687,0.1822497847986953,-0.11874493176633308,0.13307789344305587,0.0938583950885754,-0.00866320770052778,0.1613946265026441,-0.04586126448247438,0.14559917801815103,-0.12394304133968816,-0.09249335596549582,-0.06517428111574762,-0.019766635841117472,0.07144233889222763,0.009253569511793076,-0.0799600562246316,0.15732817277337102,0.12189113665005172
-0.057944785672687564,-0.03965960801620854,0.03226594901127977,0.042628172170657334,-0.14141940650158433,-0.06946213968069481,-0.0035062026823707657,0.1947680750516345,0.04939968718238128,-0.21827405584795573,-0.07069322403188899,0.06778186350129824,-0.09672738594090614,0.1123520777827502,-0.04185129129762874,0.13011467922015918,-0.08465450030986796,-0.00045630984380232165,0.1935720764043924,-0.050589957312493564
-0.06845618930631468,0.11576979713933477,0.014108043911817292,-0.011599871279646803,0.14015429893086573,0.05465971583436165,-0.061330643189015106,-0.03551453466521522,-0.025378209411297842,0.06551031825013928,-0.11145492402886348,0.05282687025673627,-0.02765756228382034,0.15662400684738775,-0.2236774603641447,0.0033973851320132902,-0.043291238310588565,0.14447471948432328,0.03309923159882663,-0.09736718405335694
0.21622341198270517,0.11986459062576728,-0.09497524833042803,0.12489216320480684,0.21107216303701704,-0.06254323502375161,0.09917628415822835,-0.08752270219311105,-0.013037912849598342,-0.0215864567059301,0.047166966088200375,0.021034263951140934,0.03389766972061972,0.1573196580717401,-0.06869965485183191,0.07206635021922699,0.012175149703790224,0.1738121135539562,-0.05108561800065957,0.153006554590698
-0.10534647390668485,-0.048799283772485026,0.01851528238329562,0.0021012392338002617,0.0654057765496337,-0.003929281093593669,-0.0020329070088375215,0.013054291323858259,-0.04726436852470395,-0.019298021411469468,0.029416173585282774,0.04482356358380131,-0.04268127051812628,0.06759366560937935,0.12221088465337515,0.037307206886061026,-0.09232273023125129,0.17881695935160427,0.005283609754598491,-0.10785333870589779
-0.004101547904503469,-0.06405360103890491,0.030880330625826232,0.09736887338944322,0.04341190991017646,0.04189421247168831,-0.006539957283589762,0.08782782469917999,-0.042067291257516654,0.06340121690603473,0.05208941344644681,0.006063179460640403,0.1690707412593116,0.23660345677301822,0.0857277989047798,0.003517154621490101,0.2737498547166211,0.12430871130510557,0.039025632765281745,-0.03790312873962897
0.12566435211881397,0.01283293564100349,0.09890182121589178,0.027188192256301806,0.10226979940989829,0.030259496257444205,0.09131835163156045,0.10559962301566662,-0.11761566809710709,-0.016397030203504366,-0.02201441813771883,0.03467794484432763,-0.06396655180744212,-0.028718388777491513,0.13877571566636043,-0.23472765220949623,-0.010441105508175098,0.028616453415512978,0.03417826075488295,0.017873466449152553
0.03114662731362274,0.11746722472255655,0.05260200295380346,0.0862718582294223,-0.03159200635999365,0.0012726124116973839,-0.03193803333844954,0.024382051625952708,0.14640820979686245,0.05190932791663621,0.047614005016103494,0.15107928353763203,0.07683873463202812,-0.01122155099934749,0.056591052078484375,-0.03394951562574594,0.11664569913868611,0.08444455867691975,0.1797448949024893,-0.06342774241019936
0.10644965016629519,0.024471035209331984,0.08944944388134377,-0.03425074889752386,0.07426945367416801,0.17251668155383992,0.09143288162053996,-0.07139504932318178,-0.032322276958790856,0.41262436230878285,-0.01197740107378479,0.10757444265980529,0.05919053620781077,-0.012601034761141217,0.2762606804567293,0.07867183450489895,0.041969049051778944,-0.12407332810675567,-0.025900984335677966,-0.017977160208287768
0.05590408536470984,-0.03132225894149475,-0.052573135603583655,0.11991104352365536,0.05689405924401618,-0.1197115455588887,0.009456299118928375,-0.00021153898062220566,0.051070902333553894,0.1280743403161286,-0.06067470489472952,-0.09918477491237614,0.12193182759686556,0.06879444603341009,0.03251643716328061,-0.04987490175316199,0.07770701813251946,0.11133766151996051,0.18070948428981148,0.2081991659603192
0.11664792063821494,0.19127981836736468,0.020830874825796562,0.10611802552498904,0.10389797655892176,0.08809210687589958,0.04478060886563527,-0.1418502344526188,-0.053366476962296426,0.24840106213233235,0.16672686277251106,0.05602249701144564,0.007441481741203966,-0.1812214174310567,0.019744432638677825,0.24088480635843273,0.09416220621912458,-0.07501899024917263,-0.04609242012436579,0.22723354154590839
-0.03907117754523959,0.07320632174505715,0.09214813212815068,-0.056996036135628,-0.10262814023005845,-0.16880434396632263,0.11942117195950946,-0.0384744331912214,0.17008462833854399,0.03986664282898686,0.03504582774906374,0.024047694186370296,0.13028765208626217,0.13562892627714151,-0.009581854450557266,0.20708830511610482,0.03497195767896369,0.12913380652864168,0.2947825705674004,0.1852307025788877
0.21129633249422053,-0.15510174212038852,0.11487991627394847,0.3223959118084285,-0.007723950482388477,0.018070204500733416,0.030401121600968993,0.026571034192834197,0.022365694048816373,-0.01594611535260662,0.03359736381037455,0.18818326587038084,0.014392911635039942,0.12423737805013471,-0.010936551877448707,0.24685418226765193,0.06144313293772586,-0.022921686431216094,0.0770276043580474,0.001169789904465715
